CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
152,IT,66C,1,1
152,IT,66D,1,2
153,MV,196,1,1
154,IT,67,1,1
154,IT,66C,1,2
154,IT,66D,1,3
155,IPC,120B,1,1
155,IPC,307,1,2
156,MV,184,1,1
156,MV,177,1,2
156,MV,196,1,3
157,DP,4,1,1
157,DP,3,1,2
158,DP,4,1,1
159,POCSO,8,1,1
159,POCSO,6,1,2
160,MV,177,1,1
161,POCSO,4,1,1
161,POCSO,8,1,2
161,POCSO,6,1,3
162,IT,67,1,1
162,IT,66C,1,2
163,DP,4,1,1
164,IPC,379,1,1
164,IPC,392,1,2
165,IPC,34,1,1
165,IPC,411,1,2
166,IT,67,1,1
166,IT,66C,1,2
167,DP,4,1,1
168,DP,3,1,1
168,DP,4,1,2
169,IT,66C,1,1
169,IT,67,1,2
170,IPC,354,1,1
170,IPC,302,1,2
170,IPC,34,1,3
171,DP,4,1,1
172,POCSO,4,1,1
173,IT,67,1,1
174,IPC,379,1,1
175,MV,196,1,1
175,MV,184,1,2
175,MV,177,1,3
176,POCSO,8,1,1
177,MV,196,1,1
178,DP,3,1,1
178,DP,4,1,2
179,IPC,120B,1,1
179,IPC,354,1,2
180,IT,67,1,1
180,IT,66D,1,2
181,NDPS,8,1,1
182,IPC,376,1,1
182,IPC,323,1,2
183,NDPS,8,1,1
184,NDPS,20,1,1
184,NDPS,22,1,2
184,NDPS,8,1,3
185,IPC,120B,1,1
185,IPC,34,1,2
186,DP,3,1,1
187,IPC,323,1,1
187,IPC,379,1,2
188,IT,67,1,1
188,IT,66D,1,2
188,IT,66C,1,3
189,IT,66C,1,1
190,MV,184,1,1
190,MV,177,1,2
190,MV,196,1,3
191,DP,4,1,1
192,IT,67,1,1
192,IT,66D,1,2
193,IPC,420,1,1
193,IPC,379,1,2
194,IPC,420,1,1
194,IPC,376,1,2
194,IPC,323,1,3
195,DP,4,1,1
196,IPC,323,1,1
197,IT,67,1,1
197,IT,66C,1,2
197,IT,66D,1,3
198,IT,67,1,1
199,DP,3,1,1
200,DP,4,1,1
201,IPC,323,1,1
201,IPC,34,1,2
202,DP,3,1,1
202,DP,4,1,2
203,IPC,323,1,1
203,IPC,379,1,2
203,IPC,307,1,3
204,NDPS,21,1,1
205,MV,196,1,1
205,MV,184,1,2
206,MV,177,1,1
207,DP,4,1,1
208,MV,196,1,1
209,IPC,120B,1,1
210,MV,196,1,1
210,MV,184,1,2
210,MV,177,1,3
211,DP,4,1,1
212,POCSO,4,1,1
212,POCSO,6,1,2
212,POCSO,8,1,3
213,MV,196,1,1
214,POCSO,8,1,1
215,DP,4,1,1
215,DP,3,1,2
216,MV,196,1,1
216,MV,177,1,2
216,MV,184,1,3
217,POCSO,4,1,1
217,POCSO,8,1,2
218,IT,67,1,1
218,IT,66D,1,2
219,DP,4,1,1
219,DP,3,1,2
220,NDPS,20,1,1
221,IPC,379,1,1
221,IPC,323,1,2
221,IPC,302,1,3
222,NDPS,8,1,1
223,IT,67,1,1
223,IT,66D,1,2
224,IT,66C,1,1
225,DP,4,1,1
226,POCSO,4,1,1
227,DP,4,1,1
228,MV,196,1,1
228,MV,177,1,2
228,MV,184,1,3
229,MV,184,1,1
229,MV,196,1,2
229,MV,177,1,3
230,DP,3,1,1
230,DP,4,1,2
231,IT,67,1,1
232,IPC,376,1,1
232,IPC,307,1,2
233,IT,67,1,1
234,IT,66D,1,1
235,MV,184,1,1
235,MV,177,1,2
236,DP,4,1,1
237,IT,66C,1,1
237,IT,66D,1,2
237,IT,67,1,3
238,MV,196,1,1
238,MV,184,1,2
238,MV,177,1,3
239,DP,4,1,1
240,IPC,323,1,1
241,IPC,354,1,1
242,IPC,411,1,1
242,IPC,120B,1,2
243,DP,3,1,1
244,MV,184,1,1
244,MV,196,1,2
245,POCSO,8,1,1
245,POCSO,4,1,2
245,POCSO,6,1,3
246,DP,3,1,1
246,DP,4,1,2
247,IPC,379,1,1
247,IPC,323,1,2
248,IPC,354,1,1
249,NDPS,20,1,1
250,IPC,379,1,1
250,IPC,420,1,2
250,IPC,354,1,3
251,DP,3,1,1
252,NDPS,20,1,1
253,POCSO,6,1,1
254,NDPS,21,1,1
254,NDPS,22,1,2
254,NDPS,20,1,3
255,IPC,120B,1,1
255,IPC,392,1,2
255,IPC,307,1,3
256,POCSO,8,1,1
256,POCSO,4,1,2
256,POCSO,6,1,3
257,NDPS,21,1,1
257,NDPS,8,1,2
257,NDPS,22,1,3
258,NDPS,20,1,1
259,NDPS,20,1,1
260,POCSO,4,1,1
261,IPC,120B,1,1
261,IPC,376,1,2
261,IPC,307,1,3
262,IPC,420,1,1
262,IPC,354,1,2
262,IPC,34,1,3
263,IT,66C,1,1
264,MV,184,1,1
265,IPC,34,1,1
266,NDPS,22,1,1
266,NDPS,20,1,2
267,POCSO,4,1,1
267,POCSO,8,1,2
267,POCSO,6,1,3
268,NDPS,22,1,1
268,NDPS,21,1,2
269,IT,67,1,1
269,IT,66C,1,2
269,IT,66D,1,3
270,NDPS,22,1,1
270,NDPS,8,1,2
270,NDPS,21,1,3
271,POCSO,8,1,1
271,POCSO,6,1,2
272,IT,66C,1,1
273,IT,67,1,1
273,IT,66C,1,2
274,DP,4,1,1
274,DP,3,1,2
275,NDPS,21,1,1
275,NDPS,20,1,2
275,NDPS,8,1,3
276,IT,67,1,1
276,IT,66C,1,2
276,IT,66D,1,3
277,MV,184,1,1
277,MV,177,1,2
278,IPC,302,1,1
278,IPC,376,1,2
279,DP,4,1,1
280,DP,4,1,1
281,IPC,354,1,1
281,IPC,307,1,2
282,IPC,120B,1,1
283,NDPS,22,1,1
284,IPC,354,1,1
284,IPC,307,1,2
284,IPC,420,1,3
285,IT,66C,1,1
286,MV,184,1,1
286,MV,177,1,2
286,MV,196,1,3
287,MV,196,1,1
288,MV,184,1,1
288,MV,196,1,2
288,MV,177,1,3
289,IT,66C,1,1
289,IT,67,1,2
290,IPC,34,1,1
291,IPC,323,1,1
292,IPC,34,1,1
292,IPC,379,1,2
293,POCSO,6,1,1
293,POCSO,8,1,2
293,POCSO,4,1,3
294,IPC,34,1,1
294,IPC,411,1,2
294,IPC,379,1,3
295,DP,3,1,1
296,IT,67,1,1
296,IT,66D,1,2
296,IT,66C,1,3
297,POCSO,6,1,1
297,POCSO,4,1,2
298,IT,67,1,1
298,IT,66C,1,2
299,NDPS,22,1,1
299,NDPS,8,1,2
300,DP,3,1,1
300,DP,4,1,2
301,NDPS,22,1,1
302,MV,177,1,1
302,MV,196,1,2
303,NDPS,21,1,1
303,NDPS,22,1,2
304,IT,66C,1,1
304,IT,67,1,2
304,IT,66D,1,3
305,IPC,354,1,1
306,MV,184,1,1
306,MV,177,1,2
307,NDPS,8,1,1
307,NDPS,20,1,2
307,NDPS,21,1,3
308,IPC,354,1,1
308,IPC,379,1,2
308,IPC,411,1,3
309,IPC,392,1,1
309,IPC,376,1,2
310,NDPS,8,1,1
310,NDPS,22,1,2
310,NDPS,20,1,3
311,NDPS,8,1,1
311,NDPS,20,1,2
311,NDPS,22,1,3
312,POCSO,6,1,1
312,POCSO,8,1,2
313,POCSO,8,1,1
314,IT,66D,1,1
314,IT,67,1,2
315,POCSO,6,1,1
316,MV,177,1,1
316,MV,196,1,2
317,DP,3,1,1
317,DP,4,1,2
318,DP,4,1,1
319,IT,67,1,1
320,IT,66D,1,1
321,IT,67,1,1
322,IT,66D,1,1
323,IT,66C,1,1
324,DP,4,1,1
325,DP,3,1,1
326,DP,3,1,1
327,DP,3,1,1
328,NDPS,20,1,1
329,DP,3,1,1
329,DP,4,1,2
330,POCSO,8,1,1
330,POCSO,6,1,2
330,POCSO,4,1,3
331,NDPS,20,1,1
332,NDPS,21,1,1
333,MV,184,1,1
333,MV,177,1,2
334,IPC,307,1,1
335,IT,66D,1,1
335,IT,66C,1,2
335,IT,67,1,3
336,MV,177,1,1
336,MV,184,1,2
336,MV,196,1,3
337,DP,3,1,1
338,IPC,392,1,1
338,IPC,120B,1,2
339,POCSO,8,1,1
339,POCSO,4,1,2
340,NDPS,8,1,1
341,IT,66D,1,1
342,POCSO,8,1,1
342,POCSO,4,1,2
342,POCSO,6,1,3
343,DP,4,1,1
343,DP,3,1,2
344,IT,67,1,1
344,IT,66D,1,2
345,IT,67,1,1
345,IT,66C,1,2
346,IPC,420,1,1
346,IPC,354,1,2
346,IPC,34,1,3
347,IT,66D,1,1
347,IT,67,1,2
347,IT,66C,1,3
348,DP,4,1,1
349,MV,184,1,1
349,MV,196,1,2
349,MV,177,1,3
350,MV,184,1,1
351,MV,184,1,1
351,MV,177,1,2
352,MV,177,1,1
352,MV,196,1,2
352,MV,184,1,3
353,NDPS,21,1,1
353,NDPS,20,1,2
353,NDPS,8,1,3
354,DP,4,1,1
355,IPC,392,1,1
356,IPC,354,1,1
357,NDPS,20,1,1
357,NDPS,8,1,2
358,MV,177,1,1
358,MV,196,1,2
358,MV,184,1,3
359,NDPS,21,1,1
359,NDPS,20,1,2
360,NDPS,21,1,1
361,IPC,379,1,1
362,DP,3,1,1
362,DP,4,1,2
363,IT,66C,1,1
363,IT,66D,1,2
364,IPC,411,1,1
365,IPC,34,1,1
366,POCSO,8,1,1
367,DP,4,1,1
368,MV,184,1,1
368,MV,177,1,2
368,MV,196,1,3
369,MV,184,1,1
369,MV,196,1,2
369,MV,177,1,3
370,NDPS,20,1,1
370,NDPS,21,1,2
370,NDPS,8,1,3
371,DP,4,1,1
372,POCSO,4,1,1
373,POCSO,8,1,1
373,POCSO,6,1,2
374,IT,66C,1,1
375,NDPS,8,1,1
375,NDPS,21,1,2
376,IT,67,1,1
376,IT,66C,1,2
377,DP,3,1,1
377,DP,4,1,2
378,IPC,392,1,1
379,MV,196,1,1
379,MV,184,1,2
379,MV,177,1,3
380,DP,3,1,1
380,DP,4,1,2
381,DP,4,1,1
382,NDPS,20,1,1
382,NDPS,22,1,2
383,NDPS,21,1,1
384,NDPS,22,1,1
385,POCSO,4,1,1
385,POCSO,8,1,2
386,NDPS,8,1,1
386,NDPS,20,1,2
386,NDPS,21,1,3
387,NDPS,20,1,1
387,NDPS,8,1,2
387,NDPS,21,1,3
388,IPC,354,1,1
389,IPC,420,1,1
390,DP,3,1,1
390,DP,4,1,2
391,DP,4,1,1
391,DP,3,1,2
392,POCSO,4,1,1
393,NDPS,20,1,1
393,NDPS,8,1,2
393,NDPS,21,1,3
394,IPC,379,1,1
395,IPC,34,1,1
395,IPC,120B,1,2
396,IPC,34,1,1
397,IT,66C,1,1
397,IT,66D,1,2
397,IT,67,1,3
398,NDPS,22,1,1
398,NDPS,20,1,2
399,IPC,379,1,1
399,IPC,34,1,2
400,DP,3,1,1
401,DP,4,1,1
402,IPC,120B,1,1
402,IPC,307,1,2
402,IPC,376,1,3
403,POCSO,8,1,1
403,POCSO,4,1,2
404,IT,66D,1,1
404,IT,66C,1,2
405,POCSO,6,1,1
405,POCSO,4,1,2
405,POCSO,8,1,3
406,DP,4,1,1
406,DP,3,1,2
407,IPC,392,1,1
407,IPC,411,1,2
407,IPC,354,1,3
408,IT,66C,1,1
408,IT,67,1,2
409,MV,196,1,1
409,MV,184,1,2
410,MV,184,1,1
410,MV,196,1,2
410,MV,177,1,3
411,NDPS,20,1,1
411,NDPS,8,1,2
411,NDPS,21,1,3
412,DP,4,1,1
413,MV,196,1,1
413,MV,177,1,2
413,MV,184,1,3
414,DP,3,1,1
415,IT,66C,1,1
415,IT,67,1,2
416,IT,67,1,1
416,IT,66D,1,2
417,IT,66D,1,1
418,DP,3,1,1
418,DP,4,1,2
419,NDPS,20,1,1
420,NDPS,8,1,1
420,NDPS,21,1,2
420,NDPS,20,1,3
421,IT,66C,1,1
422,POCSO,8,1,1
422,POCSO,4,1,2
423,IT,66C,1,1
424,IT,67,1,1
425,IT,67,1,1
426,POCSO,8,1,1
426,POCSO,6,1,2
426,POCSO,4,1,3
427,IPC,392,1,1
427,IPC,307,1,2
427,IPC,379,1,3
428,POCSO,6,1,1
429,IPC,354,1,1
429,IPC,323,1,2
430,IPC,34,1,1
430,IPC,411,1,2
431,IPC,411,1,1
431,IPC,34,1,2
431,IPC,302,1,3
432,POCSO,8,1,1
433,IT,67,1,1
434,MV,196,1,1
435,POCSO,6,1,1
435,POCSO,4,1,2
436,DP,4,1,1
437,IT,66C,1,1
437,IT,66D,1,2
438,MV,196,1,1
438,MV,177,1,2
439,MV,196,1,1
439,MV,184,1,2
440,IPC,379,1,1
440,IPC,354,1,2
441,MV,177,1,1
441,MV,184,1,2
441,MV,196,1,3
442,MV,196,1,1
442,MV,177,1,2
442,MV,184,1,3
443,DP,4,1,1
444,DP,3,1,1
444,DP,4,1,2
445,POCSO,4,1,1
445,POCSO,8,1,2
445,POCSO,6,1,3
446,POCSO,6,1,1
446,POCSO,4,1,2
446,POCSO,8,1,3
447,POCSO,4,1,1
448,NDPS,20,1,1
449,POCSO,4,1,1
450,IPC,379,1,1
450,IPC,307,1,2
450,IPC,420,1,3
451,NDPS,22,1,1
452,IPC,120B,1,1
452,IPC,323,1,2
453,MV,196,1,1
454,MV,196,1,1
454,MV,177,1,2
455,IPC,420,1,1
455,IPC,411,1,2
456,MV,196,1,1
456,MV,184,1,2
457,DP,4,1,1
458,NDPS,21,1,1
458,NDPS,22,1,2
458,NDPS,20,1,3
459,NDPS,21,1,1
460,DP,4,1,1
460,DP,3,1,2
461,NDPS,22,1,1
461,NDPS,21,1,2
461,NDPS,20,1,3
462,IPC,354,1,1
463,DP,4,1,1
464,POCSO,8,1,1
464,POCSO,6,1,2
465,NDPS,21,1,1
465,NDPS,8,1,2
466,MV,177,1,1
466,MV,184,1,2
467,MV,184,1,1
467,MV,177,1,2
467,MV,196,1,3
468,IPC,307,1,1
469,POCSO,8,1,1
469,POCSO,4,1,2
469,POCSO,6,1,3
470,IT,66C,1,1
470,IT,66D,1,2
470,IT,67,1,3
471,POCSO,4,1,1
472,IPC,34,1,1
472,IPC,376,1,2
472,IPC,323,1,3
473,IT,66D,1,1
473,IT,67,1,2
474,NDPS,8,1,1
474,NDPS,22,1,2
475,IPC,323,1,1
475,IPC,354,1,2
476,IPC,302,1,1
476,IPC,34,1,2
476,IPC,120B,1,3
477,NDPS,22,1,1
477,NDPS,8,1,2
478,NDPS,22,1,1
478,NDPS,21,1,2
478,NDPS,20,1,3
479,DP,4,1,1
480,POCSO,6,1,1
480,POCSO,8,1,2
481,IPC,34,1,1
482,NDPS,20,1,1
482,NDPS,8,1,2
483,MV,184,1,1
483,MV,196,1,2
484,IT,67,1,1
484,IT,66D,1,2
484,IT,66C,1,3
485,NDPS,8,1,1
485,NDPS,20,1,2
485,NDPS,22,1,3
486,NDPS,21,1,1
486,NDPS,20,1,2
486,NDPS,22,1,3
487,NDPS,21,1,1
488,DP,3,1,1
488,DP,4,1,2
489,POCSO,4,1,1
490,POCSO,4,1,1
491,IPC,120B,1,1
492,IPC,307,1,1
493,NDPS,22,1,1
493,NDPS,21,1,2
493,NDPS,8,1,3
494,IT,67,1,1
494,IT,66C,1,2
495,NDPS,8,1,1
495,NDPS,20,1,2
495,NDPS,22,1,3
496,IPC,411,1,1
497,NDPS,22,1,1
498,MV,196,1,1
498,MV,184,1,2
499,MV,177,1,1
499,MV,196,1,2
500,IT,66C,1,1
501,NDPS,22,1,1
501,NDPS,8,1,2
501,NDPS,20,1,3
502,IT,66C,1,1
502,IT,66D,1,2
503,MV,184,1,1
504,POCSO,8,1,1
504,POCSO,4,1,2
504,POCSO,6,1,3
505,IPC,411,1,1
505,IPC,379,1,2
505,IPC,302,1,3
506,NDPS,21,1,1
506,NDPS,22,1,2
506,NDPS,20,1,3
507,DP,3,1,1
507,DP,4,1,2
508,IPC,376,1,1
509,MV,177,1,1
509,MV,196,1,2
510,IT,66D,1,1
510,IT,67,1,2
511,POCSO,4,1,1
511,POCSO,8,1,2
511,POCSO,6,1,3
512,DP,4,1,1
513,IPC,307,1,1
513,IPC,379,1,2
514,POCSO,4,1,1
514,POCSO,6,1,2
515,NDPS,8,1,1
515,NDPS,21,1,2
516,NDPS,8,1,1
516,NDPS,22,1,2
517,IPC,354,1,1
518,NDPS,8,1,1
519,IT,66D,1,1
520,POCSO,6,1,1
520,POCSO,8,1,2
520,POCSO,4,1,3
521,IPC,392,1,1
521,IPC,411,1,2
521,IPC,420,1,3
522,POCSO,8,1,1
523,POCSO,6,1,1
523,POCSO,4,1,2
524,MV,184,1,1
524,MV,196,1,2
525,DP,3,1,1
525,DP,4,1,2
526,DP,3,1,1
527,DP,4,1,1
527,DP,3,1,2
528,IPC,120B,1,1
528,IPC,392,1,2
529,IPC,354,1,1
530,IT,66C,1,1
531,POCSO,6,1,1
531,POCSO,8,1,2
531,POCSO,4,1,3
532,IPC,120B,1,1
533,POCSO,6,1,1
533,POCSO,4,1,2
534,DP,3,1,1
534,DP,4,1,2
535,IT,66D,1,1
535,IT,67,1,2
536,IPC,354,1,1
536,IPC,34,1,2
536,IPC,379,1,3
537,IPC,411,1,1
538,MV,177,1,1
538,MV,184,1,2
539,IT,66D,1,1
539,IT,66C,1,2
539,IT,67,1,3
540,IPC,376,1,1
540,IPC,379,1,2
540,IPC,302,1,3
541,POCSO,8,1,1
541,POCSO,6,1,2
542,DP,4,1,1
542,DP,3,1,2
543,MV,184,1,1
544,IPC,411,1,1
545,IPC,411,1,1
545,IPC,354,1,2
546,IPC,120B,1,1
546,IPC,34,1,2
547,DP,3,1,1
548,IPC,302,1,1
548,IPC,307,1,2
549,IPC,34,1,1
549,IPC,379,1,2
550,IT,66C,1,1
550,IT,66D,1,2
551,POCSO,6,1,1
552,MV,177,1,1
553,MV,184,1,1
554,IPC,354,1,1
554,IPC,376,1,2
554,IPC,420,1,3
555,DP,3,1,1
556,MV,177,1,1
556,MV,184,1,2
556,MV,196,1,3
557,DP,4,1,1
557,DP,3,1,2
558,IT,66D,1,1
559,IPC,411,1,1
559,IPC,376,1,2
560,MV,196,1,1
560,MV,177,1,2
561,IPC,392,1,1
561,IPC,411,1,2
562,NDPS,21,1,1
562,NDPS,22,1,2
562,NDPS,8,1,3
563,IT,66D,1,1
563,IT,66C,1,2
564,IPC,411,1,1
565,DP,4,1,1
566,IPC,392,1,1
566,IPC,302,1,2
566,IPC,354,1,3
567,IPC,376,1,1
567,IPC,354,1,2
568,POCSO,6,1,1
568,POCSO,8,1,2
568,POCSO,4,1,3
569,POCSO,6,1,1
569,POCSO,4,1,2
569,POCSO,8,1,3
570,MV,177,1,1
570,MV,184,1,2
571,DP,4,1,1
572,IPC,302,1,1
572,IPC,34,1,2
573,DP,4,1,1
574,MV,177,1,1
574,MV,184,1,2
574,MV,196,1,3
575,DP,3,1,1
575,DP,4,1,2
576,DP,4,1,1
576,DP,3,1,2
577,IT,66C,1,1
578,POCSO,6,1,1
578,POCSO,4,1,2
579,IPC,379,1,1
579,IPC,392,1,2
579,IPC,323,1,3
580,POCSO,4,1,1
581,MV,184,1,1
581,MV,196,1,2
581,MV,177,1,3
582,MV,184,1,1
583,IT,67,1,1
583,IT,66D,1,2
583,IT,66C,1,3
584,IPC,379,1,1
585,DP,4,1,1
585,DP,3,1,2
586,POCSO,8,1,1
587,POCSO,6,1,1
588,IT,66D,1,1
589,IPC,354,1,1
590,DP,4,1,1
591,IPC,323,1,1
591,IPC,120B,1,2
591,IPC,411,1,3
592,MV,196,1,1
593,IT,67,1,1
594,IPC,392,1,1
594,IPC,302,1,2
595,DP,4,1,1
595,DP,3,1,2
596,IT,67,1,1
596,IT,66C,1,2
597,MV,196,1,1
598,IT,67,1,1
598,IT,66C,1,2
598,IT,66D,1,3
599,MV,184,1,1
599,MV,196,1,2
599,MV,177,1,3
600,IT,67,1,1
600,IT,66C,1,2
601,IPC,376,1,1
602,IPC,34,1,1
602,IPC,392,1,2
603,MV,196,1,1
604,IT,66D,1,1
605,DP,3,1,1
606,NDPS,22,1,1
606,NDPS,20,1,2
607,IT,66D,1,1
608,IPC,411,1,1
608,IPC,323,1,2
608,IPC,392,1,3
609,MV,177,1,1
609,MV,196,1,2
610,IPC,323,1,1
611,NDPS,22,1,1
611,NDPS,21,1,2
612,NDPS,20,1,1
612,NDPS,8,1,2
612,NDPS,21,1,3
613,POCSO,6,1,1
613,POCSO,4,1,2
613,POCSO,8,1,3
614,IT,66C,1,1
615,DP,3,1,1
615,DP,4,1,2
616,MV,196,1,1
617,POCSO,6,1,1
618,MV,184,1,1
618,MV,177,1,2
619,MV,177,1,1
619,MV,196,1,2
619,MV,184,1,3
620,POCSO,8,1,1
621,MV,184,1,1
621,MV,196,1,2
622,POCSO,8,1,1
623,DP,4,1,1
623,DP,3,1,2
624,IPC,392,1,1
624,IPC,302,1,2
625,DP,3,1,1
625,DP,4,1,2
626,DP,3,1,1
626,DP,4,1,2
627,DP,4,1,1
627,DP,3,1,2
628,MV,196,1,1
629,POCSO,8,1,1
630,POCSO,6,1,1
