ID,ArrestSurrenderID,AccusedMasterID
738,738,1280
739,739,1282
740,740,1285
741,741,1286
742,742,1288
743,743,1289
744,744,1292
745,745,1293
746,746,1296
747,747,1297
748,748,1300
749,749,1301
750,750,1302
751,751,1304
752,752,1306
753,753,1307
754,754,1308
755,755,1311
756,756,1314
757,757,1315
758,758,1317
759,759,1321
760,760,1322
761,761,1324
762,762,1326
763,763,1327
764,764,1330
765,765,1331
766,766,1332
767,767,1333
768,768,1334
769,769,1337
770,770,1338
771,771,1339
772,772,1340
773,773,1341
774,774,1343
775,775,1348
776,776,1352
777,777,1355
778,778,1359
779,779,1360
780,780,1365
781,781,1366
782,782,1368
783,783,1369
784,784,1370
785,785,1373
786,786,1374
787,787,1375
788,788,1376
789,789,1378
790,790,1379
791,791,1380
792,792,1381
793,793,1382
794,794,1384
795,795,1385
796,796,1388
797,797,1389
798,798,1390
799,799,1391
800,800,1392
801,801,1393
802,802,1394
803,803,1395
804,804,1398
805,805,1399
806,806,1400
807,807,1401
808,808,1406
809,809,1407
810,810,1410
811,811,1411
812,812,1414
813,813,1416
814,814,1417
815,815,1418
816,816,1419
817,817,1420
818,818,1425
819,819,1427
820,820,1429
821,821,1430
822,822,1432
823,823,1435
824,824,1438
825,825,1441
826,826,1442
827,827,1444
828,828,1445
829,829,1446
830,830,1449
831,831,1452
832,832,1455
833,833,1458
834,834,1462
835,835,1463
836,836,1464
837,837,1466
838,838,1467
839,839,1469
840,840,1471
841,841,1472
842,842,1475
843,843,1477
844,844,1479
845,845,1481
846,846,1482
847,847,1483
848,848,1485
849,849,1486
850,850,1489
851,851,1490
852,852,1495
853,853,1496
854,854,1497
855,855,1499
856,856,1500
857,857,1502
858,858,1503
859,859,1505
860,860,1506
861,861,1507
862,862,1508
863,863,1509
864,864,1510
865,865,1511
866,866,1512
867,867,1513
868,868,1515
869,869,1518
870,870,1519
871,871,1521
872,872,1522
873,873,1524
874,874,1525
875,875,1526
876,876,1527
877,877,1529
878,878,1530
879,879,1532
880,880,1534
881,881,1536
882,882,1537
883,883,1538
884,884,1539
885,885,1542
886,886,1544
887,887,1545
888,888,1546
889,889,1547
890,890,1548
891,891,1549
892,892,1552
893,893,1553
894,894,1554
895,895,1555
896,896,1556
897,897,1561
898,898,1565
899,899,1569
900,900,1570
901,901,1573
902,902,1574
903,903,1575
904,904,1576
905,905,1577
906,906,1578
907,907,1580
908,908,1581
909,909,1582
910,910,1585
911,911,1587
912,912,1591
913,913,1592
914,914,1593
915,915,1595
916,916,1597
917,917,1599
918,918,1600
919,919,1604
920,920,1606
921,921,1607
922,922,1610
923,923,1611
924,924,1612
925,925,1613
926,926,1614
927,927,1615
928,928,1616
929,929,1617
930,930,1620
931,931,1622
932,932,1624
933,933,1632
934,934,1635
935,935,1638
936,936,1639
937,937,1640
938,938,1644
939,939,1646
940,940,1648
941,941,1652
942,942,1654
943,943,1656
944,944,1658
945,945,1659
946,946,1660
947,947,1661
948,948,1663
949,949,1664
950,950,1665
951,951,1666
952,952,1668
953,953,1669
954,954,1671
955,955,1672
956,956,1675
957,957,1677
958,958,1678
959,959,1681
960,960,1682
961,961,1683
962,962,1685
963,963,1686
964,964,1688
965,965,1689
966,966,1690
967,967,1692
968,968,1694
969,969,1696
970,970,1701
971,971,1704
972,972,1705
973,973,1706
974,974,1707
975,975,1708
976,976,1710
977,977,1712
978,978,1714
979,979,1716
980,980,1717
981,981,1720
982,982,1721
983,983,1722
984,984,1723
985,985,1726
986,986,1727
987,987,1730
988,988,1731
989,989,1733
990,990,1734
991,991,1736
992,992,1737
993,993,1738
994,994,1739
995,995,1740
996,996,1741
997,997,1742
998,998,1743
999,999,1746
1000,1000,1747
1001,1001,1749
1002,1002,1750
1003,1003,1752
1004,1004,1753
1005,1005,1756
1006,1006,1758
1007,1007,1759
1008,1008,1761
1009,1009,1762
1010,1010,1763
1011,1011,1765
1012,1012,1766
1013,1013,1767
1014,1014,1768
1015,1015,1769
1016,1016,1771
1017,1017,1774
1018,1018,1776
1019,1019,1778
1020,1020,1779
1021,1021,1780
1022,1022,1781
1023,1023,1782
1024,1024,1786
1025,1025,1787
1026,1026,1788
1027,1027,1789
1028,1028,1790
1029,1029,1792
1030,1030,1796
1031,1031,1797
1032,1032,1799
1033,1033,1801
1034,1034,1803
1035,1035,1804
1036,1036,1806
1037,1037,1807
1038,1038,1808
1039,1039,1809
1040,1040,1811
1041,1041,1812
1042,1042,1814
1043,1043,1816
1044,1044,1817
1045,1045,1818
1046,1046,1819
1047,1047,1821
1048,1048,1824
1049,1049,1826
1050,1050,1829
1051,1051,1830
1052,1052,1832
1053,1053,1834
1054,1054,1835
1055,1055,1836
1056,1056,1838
1057,1057,1841
1058,1058,1849
1059,1059,1850
1060,1060,1851
1061,1061,1855
1062,1062,1858
1063,1063,1859
1064,1064,1860
1065,1065,1861
1066,1066,1862
1067,1067,1865
1068,1068,1866
1069,1069,1867
1070,1070,1869
1071,1071,1870
1072,1072,1872
1073,1073,1873
1074,1074,1874
1075,1075,1876
1076,1076,1881
1077,1077,1883
1078,1078,1884
1079,1079,1885
1080,1080,1886
1081,1081,1887
1082,1082,1888
1083,1083,1893
1084,1084,1898
1085,1085,1899
1086,1086,1900
1087,1087,1901
1088,1088,1903
1089,1089,1904
1090,1090,1911
1091,1091,1913
1092,1092,1914
1093,1093,1915
1094,1094,1916
1095,1095,1918
1096,1096,1919
1097,1097,1921
1098,1098,1924
1099,1099,1926
1100,1100,1927
1101,1101,1929
1102,1102,1931
1103,1103,1933
1104,1104,1934
1105,1105,1935
1106,1106,1937
1107,1107,1938
1108,1108,1941
1109,1109,1942
1110,1110,1943
1111,1111,1944
1112,1112,1945
1113,1113,1947
1114,1114,1948
1115,1115,1949
1116,1116,1951
1117,1117,1952
1118,1118,1953
1119,1119,1954
1120,1120,1957
1121,1121,1959
1122,1122,1960
1123,1123,1961
1124,1124,1962
1125,1125,1966
1126,1126,1971
1127,1127,1974
1128,1128,1975
1129,1129,1976
1130,1130,1979
1131,1131,1981
1132,1132,1982
1133,1133,1984
1134,1134,1985
1135,1135,1987
1136,1136,1989
1137,1137,1990
1138,1138,1993
1139,1139,1995
1140,1140,1996
1141,1141,1997
1142,1142,1999
1143,1143,2001
1144,1144,2002
1145,1145,2004
1146,1146,2005
1147,1147,2007
1148,1148,2008
1149,1149,2009
1150,1150,2011
1151,1151,2012
1152,1152,2018
1153,1153,2019
1154,1154,2022
1155,1155,2023
1156,1156,2025
1157,1157,2026
1158,1158,2027
1159,1159,2028
1160,1160,2033
1161,1161,2034
1162,1162,2035
1163,1163,2036
1164,1164,2037
1165,1165,2040
1166,1166,2041
1167,1167,2042
1168,1168,2044
1169,1169,2045
1170,1170,2047
1171,1171,2048
1172,1172,2052
1173,1173,2053
1174,1174,2055
1175,1175,2056
1176,1176,2057
1177,1177,2058
1178,1178,2061
1179,1179,2063
1180,1180,2064
1181,1181,2066
1182,1182,2070
1183,1183,2071
1184,1184,2073
1185,1185,2074
1186,1186,2075
1187,1187,2078
1188,1188,2079
1189,1189,2080
1190,1190,2081
1191,1191,2088
1192,1192,2090
1193,1193,2093
1194,1194,2097
1195,1195,2099
1196,1196,2101
1197,1197,2104
1198,1198,2106
1199,1199,2107
1200,1200,2108
1201,1201,2109
1202,1202,2110
1203,1203,2111
1204,1204,2113
1205,1205,2114
1206,1206,2115
1207,1207,2117
1208,1208,2121
1209,1209,2122
1210,1210,2123
1211,1211,2124
1212,1212,2126
1213,1213,2127
1214,1214,2132
1215,1215,2133
1216,1216,2134
1217,1217,2135
1218,1218,2136
1219,1219,2138
1220,1220,2141
1221,1221,2142
1222,1222,2144
1223,1223,2147
1224,1224,2148
1225,1225,2149
1226,1226,2150
1227,1227,2152
1228,1228,2154
1229,1229,2156
1230,1230,2157
1231,1231,2159
1232,1232,2161
1233,1233,2162
1234,1234,2164
1235,1235,2165
1236,1236,2168
1237,1237,2171
1238,1238,2172
1239,1239,2174
1240,1240,2175
1241,1241,2176
1242,1242,2177
1243,1243,2179
1244,1244,2180
1245,1245,2183
1246,1246,2186
1247,1247,2187
1248,1248,2188
1249,1249,2190
1250,1250,2191
1251,1251,2192
1252,1252,2193
1253,1253,2194
1254,1254,2196
1255,1255,2197
1256,1256,2200
1257,1257,2201
1258,1258,2204
1259,1259,2205
1260,1260,2209
1261,1261,2211
1262,1262,2213
1263,1263,2214
1264,1264,2215
1265,1265,2217
1266,1266,2218
1267,1267,2221
1268,1268,2225
1269,1269,2226
1270,1270,2227
1271,1271,2228
1272,1272,2230
1273,1273,2232
1274,1274,2235
1275,1275,2237
1276,1276,2238
1277,1277,2243
1278,1278,2247
1279,1279,2250
1280,1280,2251
1281,1281,2252
1282,1282,2253
1283,1283,2254
1284,1284,2255
1285,1285,2258
1286,1286,2260
1287,1287,2261
1288,1288,2266
1289,1289,2268
1290,1290,2269
1291,1291,2271
1292,1292,2272
1293,1293,2273
1294,1294,2274
1295,1295,2275
1296,1296,2276
1297,1297,2277
1298,1298,2280
1299,1299,2281
1300,1300,2282
1301,1301,2283
1302,1302,2284
1303,1303,2286
1304,1304,2287
1305,1305,2291
1306,1306,2295
1307,1307,2296
1308,1308,2297
1309,1309,2300
1310,1310,2302
1311,1311,2303
1312,1312,2305
1313,1313,2306
1314,1314,2309
1315,1315,2313
1316,1316,2315
1317,1317,2316
1318,1318,2318
1319,1319,2321
1320,1320,2322
1321,1321,2323
1322,1322,2325
1323,1323,2327
1324,1324,2328
1325,1325,2329
1326,1326,2331
1327,1327,2332
1328,1328,2335
1329,1329,2336
1330,1330,2338
1331,1331,2339
1332,1332,2342
1333,1333,2344
1334,1334,2345
1335,1335,2347
1336,1336,2352
1337,1337,2353
1338,1338,2355
1339,1339,2356
1340,1340,2358
1341,1341,2359
1342,1342,2362
1343,1343,2363
1344,1344,2364
1345,1345,2366
1346,1346,2367
1347,1347,2368
1348,1348,2369
1349,1349,2370
1350,1350,2371
1351,1351,2374
1352,1352,2375
1353,1353,2378
1354,1354,2381
1355,1355,2383
1356,1356,2388
1357,1357,2390
1358,1358,2392
1359,1359,2395
1360,1360,2396
1361,1361,2397
1362,1362,2398
1363,1363,2400
1364,1364,2401
1365,1365,2404
1366,1366,2409
1367,1367,2411
1368,1368,2412
1369,1369,2415
1370,1370,2416
1371,1371,2419
1372,1372,2420
1373,1373,2421
1374,1374,2423
1375,1375,2425
1376,1376,2426
1377,1377,2429
1378,1378,2430
1379,1379,2432
1380,1380,2433
1381,1381,2435
1382,1382,2436
1383,1383,2438
1384,1384,2440
1385,1385,2441
1386,1386,2443
1387,1387,2445
1388,1388,2446
1389,1389,2447
1390,1390,2449
1391,1391,2454
1392,1392,2456
1393,1393,2457
1394,1394,2458
1395,1395,2459
1396,1396,2460
1397,1397,2462
1398,1398,2466
1399,1399,2467
1400,1400,2468
1401,1401,2470
1402,1402,2472
1403,1403,2473
1404,1404,2474
1405,1405,2475
1406,1406,2477
1407,1407,2478
1408,1408,2479
1409,1409,2480
1410,1410,2484
1411,1411,2485
1412,1412,2486
1413,1413,2487
1414,1414,2488
1415,1415,2489
1416,1416,2492
1417,1417,2493
1418,1418,2494
1419,1419,2496
1420,1420,2498
1421,1421,2501
1422,1422,2502
1423,1423,2505
1424,1424,2508
1425,1425,2509
1426,1426,2511
1427,1427,2512
1428,1428,2515
1429,1429,2519
1430,1430,2520
1431,1431,2521
1432,1432,2522
1433,1433,2526
1434,1434,2527
1435,1435,2528
1436,1436,2529
1437,1437,2531
1438,1438,2533
1439,1439,2534
1440,1440,2535
1441,1441,2536
1442,1442,2540
1443,1443,2541
1444,1444,2542
1445,1445,2543
1446,1446,2546
1447,1447,2547
1448,1448,2551
1449,1449,2552
1450,1450,2553
1451,1451,2555
1452,1452,2556
1453,1453,2558
1454,1454,2559
1455,1455,2563
1456,1456,2564
1457,1457,2566
1458,1458,2567
1459,1459,2569
1460,1460,2570
1461,1461,2571
1462,1462,2575
1463,1463,2576
1464,1464,2577
1465,1465,2579
1466,1466,2580
1467,1467,2586
1468,1468,2587
1469,1469,2589
1470,1470,2592
1471,1471,2595
1472,1472,2597
1473,1473,2598
1474,1474,2599
1475,1475,2600
1476,1476,2601
1477,1477,2607
1478,1478,2608
1479,1479,2609
1480,1480,2611
1481,1481,2612
1482,1482,2616
1483,1483,2618
1484,1484,2621
1485,1485,2622
1486,1486,2623
1487,1487,2624
1488,1488,2626
1489,1489,2627
1490,1490,2631
1491,1491,2634
1492,1492,2638
1493,1493,2639
1494,1494,2641
1495,1495,2642
1496,1496,2643
1497,1497,2644
1498,1498,2645
1499,1499,2646
1500,1500,2650
1501,1501,2652
1502,1502,2653
1503,1503,2658
1504,1504,2659
1505,1505,2660
1506,1506,2661
1507,1507,2667
1508,1508,2668
1509,1509,2669
1510,1510,2673
1511,1511,2675
1512,1512,2676
1513,1513,2677
1514,1514,2682
1515,1515,2684
1516,1516,2685
1517,1517,2686
1518,1518,2692
1519,1519,2693
1520,1520,2697
1521,1521,2700
1522,1522,2701
1523,1523,2702
1524,1524,2703
1525,1525,2704
1526,1526,2705
1527,1527,2706
1528,1528,2709
1529,1529,2710
1530,1530,2712
1531,1531,2714
1532,1532,2715
1533,1533,2716
1534,1534,2718
1535,1535,2719
1536,1536,2720
1537,1537,2721
1538,1538,2723
1539,1539,2724
1540,1540,2728
1541,1541,2729
1542,1542,2732
1543,1543,2734
1544,1544,2735
1545,1545,2738
1546,1546,2743
1547,1547,2744
1548,1548,2747
1549,1549,2749
1550,1550,2750
1551,1551,2754
1552,1552,2755
1553,1553,2756
1554,1554,2758
1555,1555,2759
1556,1556,2761
1557,1557,2762
1558,1558,2763
1559,1559,2766
1560,1560,2767
1561,1561,2769
1562,1562,2770
1563,1563,2771
1564,1564,2773
1565,1565,2774
1566,1566,2776
1567,1567,2777
1568,1568,2779
1569,1569,2783
1570,1570,2785
1571,1571,2786
1572,1572,2788
1573,1573,2789
1574,1574,2796
1575,1575,2797
1576,1576,2799
1577,1577,2801
1578,1578,2802
1579,1579,2803
1580,1580,2805
1581,1581,2806
1582,1582,2808
1583,1583,2809
1584,1584,2812
1585,1585,2815
1586,1586,2816
1587,1587,2818
1588,1588,2820
1589,1589,2825
1590,1590,2827
1591,1591,2828
1592,1592,2829
1593,1593,2830
1594,1594,2831
1595,1595,2832
1596,1596,2833
1597,1597,2834
1598,1598,2836
1599,1599,2837
1600,1600,2838
1601,1601,2839
1602,1602,2841
1603,1603,2842
1604,1604,2843
1605,1605,2844
1606,1606,2845
1607,1607,2846
1608,1608,2854
1609,1609,2856
1610,1610,2858
1611,1611,2859
1612,1612,2861
1613,1613,2863
1614,1614,2867
1615,1615,2868
1616,1616,2869
1617,1617,2877
1618,1618,2878
1619,1619,2879
1620,1620,2880
1621,1621,2881
1622,1622,2883
1623,1623,2884
1624,1624,2886
1625,1625,2888
1626,1626,2891
1627,1627,2894
1628,1628,2898
1629,1629,2899
1630,1630,2900
1631,1631,2901
1632,1632,2902
1633,1633,2903
1634,1634,2905
1635,1635,2906
1636,1636,2907
1637,1637,2908
1638,1638,2910
1639,1639,2912
1640,1640,2915
1641,1641,2916
1642,1642,2917
1643,1643,2918
1644,1644,2921
1645,1645,2922
1646,1646,2923
1647,1647,2924
1648,1648,2925
1649,1649,2926
1650,1650,2927
1651,1651,2930
1652,1652,2931
1653,1653,2934
1654,1654,2936
1655,1655,2937
1656,1656,2938
1657,1657,2939
1658,1658,2941
1659,1659,2942
1660,1660,2943
1661,1661,2944
1662,1662,2945
1663,1663,2949
1664,1664,2951
1665,1665,2953
1666,1666,2960
1667,1667,2961
1668,1668,2962
1669,1669,2963
1670,1670,2965
1671,1671,2966
1672,1672,2967
1673,1673,2968
1674,1674,2972
1675,1675,2973
1676,1676,2977
1677,1677,2978
1678,1678,2979
1679,1679,2980
1680,1680,2983
1681,1681,2986
1682,1682,2989
1683,1683,2990
1684,1684,2991
1685,1685,2995
1686,1686,2996
1687,1687,3000
1688,1688,3004
1689,1689,3005
1690,1690,3007
1691,1691,3008
1692,1692,3009
1693,1693,3010
1694,1694,3011
1695,1695,3012
1696,1696,3016
1697,1697,3017
1698,1698,3018
1699,1699,3019
1700,1700,3023
1701,1701,3024
1702,1702,3025
1703,1703,3027
1704,1704,3031
1705,1705,3032
1706,1706,3033
1707,1707,3039
1708,1708,3040
1709,1709,3041
1710,1710,3042
1711,1711,3043
1712,1712,3048
1713,1713,3051
1714,1714,3052
1715,1715,3053
1716,1716,3055
1717,1717,3056
1718,1718,3057
1719,1719,3060
1720,1720,3061
1721,1721,3062
1722,1722,3063
1723,1723,3066
1724,1724,3069
1725,1725,3071
1726,1726,3076
1727,1727,3077
1728,1728,3078
1729,1729,3079
1730,1730,3081
1731,1731,3082
1732,1732,3084
1733,1733,3087
1734,1734,3089
1735,1735,3091
1736,1736,3092
1737,1737,3093
1738,1738,3094
1739,1739,3095
1740,1740,3096
1741,1741,3097
1742,1742,3101
1743,1743,3102
1744,1744,3103
1745,1745,3104
1746,1746,3105
1747,1747,3106
1748,1748,3107
1749,1749,3108
1750,1750,3111
1751,1751,3112
1752,1752,3113
1753,1753,3115
1754,1754,3116
1755,1755,3117
1756,1756,3118
1757,1757,3119
1758,1758,3120
1759,1759,3121
1760,1760,3123
1761,1761,3124
1762,1762,3125
1763,1763,3127
1764,1764,3128
1765,1765,3129
1766,1766,3133
1767,1767,3134
1768,1768,3135
1769,1769,3136
1770,1770,3137
1771,1771,3138
1772,1772,3139
1773,1773,3140
1774,1774,3141
1775,1775,3143
1776,1776,3144
1777,1777,3145
1778,1778,3147
1779,1779,3148
1780,1780,3149
1781,1781,3150
1782,1782,3151
1783,1783,3152
1784,1784,3153
1785,1785,3154
1786,1786,3155
1787,1787,3157
1788,1788,3158
1789,1789,3159
1790,1790,3161
1791,1791,3162
1792,1792,3164
1793,1793,3167
1794,1794,3168
1795,1795,3169
1796,1796,3170
1797,1797,3171
1798,1798,3178
1799,1799,3179
1800,1800,3180
1801,1801,3182
1802,1802,3183
1803,1803,3184
1804,1804,3185
1805,1805,3189
1806,1806,3190
1807,1807,3195
1808,1808,3198
1809,1809,3199
1810,1810,3201
1811,1811,3207
1812,1812,3209
1813,1813,3211
1814,1814,3212
1815,1815,3217
1816,1816,3218
1817,1817,3219
1818,1818,3221
1819,1819,3223
1820,1820,3227
1821,1821,3228
1822,1822,3229
1823,1823,3230
1824,1824,3232
1825,1825,3234
1826,1826,3235
1827,1827,3236
1828,1828,3237
1829,1829,3240
1830,1830,3241
1831,1831,3243
1832,1832,3244
1833,1833,3247
1834,1834,3248
1835,1835,3253
1836,1836,3254
1837,1837,3255
