ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
181,130,1,2026-06-19,1,4,10,105,8,317,True,False
182,131,1,2024-10-02,1,3,8,91,5,318,True,False
183,131,2,2024-09-18,1,3,8,91,5,319,True,False
184,131,1,2024-09-12,1,3,8,91,5,321,True,False
185,133,1,2025-10-28,1,4,11,117,7,327,True,False
186,133,1,2025-11-01,1,4,11,117,7,328,True,False
187,134,1,2026-05-08,1,4,11,118,8,330,True,False
188,134,1,2026-04-26,1,4,11,118,8,331,True,False
189,134,1,2026-04-28,1,4,11,118,8,332,True,False
190,136,2,2025-11-02,1,1,1,7,1,337,True,False
191,137,2,2026-07-06,1,4,10,104,8,340,True,False
192,138,1,2026-02-25,1,27,84,977,53,341,True,False
193,140,1,2024-11-20,1,6,17,188,11,348,True,False
194,140,1,2024-11-21,1,6,17,188,11,349,True,False
195,140,2,2024-11-15,1,6,17,188,11,350,True,False
196,141,1,2026-02-11,1,4,9,101,7,351,True,False
197,141,1,2026-03-02,1,4,9,101,7,354,True,False
198,142,2,2025-02-27,1,24,71,824,47,355,True,False
199,143,1,2026-03-21,1,4,11,120,8,356,True,False
200,144,1,2025-02-24,1,19,52,609,37,357,True,False
201,145,1,2025-02-28,1,4,9,101,7,358,True,False
202,145,1,2025-03-17,1,4,9,101,7,359,True,False
203,145,1,2025-03-19,1,4,9,101,7,360,True,False
204,146,1,2025-08-17,1,4,11,115,8,362,True,False
205,149,2,2025-03-16,1,1,2,25,1,366,True,False
206,149,1,2025-03-08,1,1,2,25,1,367,True,False
207,150,1,2026-01-21,1,15,40,466,29,370,True,False
208,151,1,2026-03-19,1,23,67,783,45,372,True,False
209,151,1,2026-03-08,1,23,67,783,45,373,True,False
210,151,1,2026-02-27,1,23,67,783,45,374,True,False
211,151,1,2026-03-26,1,23,67,783,45,375,True,True
212,152,1,2026-04-19,1,4,10,107,8,376,True,False
213,153,1,2026-02-12,1,4,9,95,7,377,True,False
214,154,1,2025-04-02,1,26,81,950,51,379,True,False
215,155,1,2026-02-10,1,4,11,114,7,380,True,False
216,155,2,2026-02-11,1,4,11,114,7,381,True,False
217,155,2,2026-02-12,1,4,11,114,7,382,True,False
218,155,1,2026-01-21,1,4,11,114,7,383,True,False
219,157,1,2025-11-20,1,4,10,111,7,385,True,False
220,158,1,2025-05-01,1,4,10,105,7,387,True,False
221,158,2,2025-05-05,1,4,10,105,7,388,True,False
222,159,1,2024-10-31,1,4,9,94,8,391,True,False
223,162,1,2025-08-21,1,29,89,1037,57,394,True,False
224,162,1,2025-08-08,1,29,89,1037,57,395,True,False
225,163,1,2025-08-15,1,4,11,119,7,398,True,False
226,163,2,2025-08-23,1,4,11,119,7,399,True,False
227,165,1,2025-11-26,1,23,70,822,45,402,True,False
228,166,1,2026-04-18,1,19,55,647,37,403,True,False
229,166,1,2026-04-15,1,19,55,647,37,404,True,False
230,166,2,2026-04-12,1,19,55,647,37,405,True,False
231,166,1,2026-04-26,1,19,55,647,37,406,True,False
232,167,1,2025-08-22,1,4,11,116,7,407,True,False
233,167,1,2025-08-24,1,4,11,116,7,409,True,False
234,168,1,2025-09-02,1,4,10,102,7,411,True,False
235,168,1,2025-08-25,1,4,10,102,7,412,True,False
236,168,1,2025-09-12,1,4,10,102,7,413,True,False
237,170,1,2025-03-31,1,19,55,644,37,417,True,False
238,170,1,2025-04-18,1,19,55,644,37,418,True,False
239,170,1,2025-03-24,1,19,55,644,37,419,True,False
240,171,1,2025-12-20,1,27,84,976,53,421,True,False
241,171,1,2025-12-30,1,27,84,976,53,422,True,False
242,172,1,2025-05-09,1,4,10,103,8,424,True,False
243,173,1,2026-04-18,1,21,61,711,42,427,True,False
244,174,1,2025-03-09,1,3,7,76,5,428,True,False
245,174,1,2025-03-29,1,3,7,76,5,429,True,False
246,174,2,2025-03-23,1,3,7,76,5,431,True,False
247,176,2,2025-02-16,1,29,89,1034,57,433,True,False
248,176,1,2025-03-05,1,29,89,1034,57,434,True,False
249,176,1,2025-02-24,1,29,89,1034,57,435,True,False
250,177,1,2026-03-09,1,1,2,17,1,437,True,False
251,178,1,2026-06-29,1,2,4,44,4,440,True,False
252,179,2,2026-04-13,1,11,29,328,22,441,True,False
253,179,1,2026-04-25,1,11,29,328,22,442,True,False
254,180,1,2025-06-15,1,4,11,117,7,443,True,False
255,180,1,2025-06-07,1,4,11,117,7,446,True,False
256,181,1,2025-09-13,1,3,7,76,5,447,True,False
257,181,2,2025-09-05,1,3,7,76,5,448,True,False
258,181,1,2025-09-12,1,3,7,76,5,449,True,False
259,181,1,2025-08-24,1,3,7,76,5,450,True,False
260,182,1,2024-08-01,1,22,63,734,43,451,True,False
261,183,1,2024-11-15,1,3,7,75,5,454,True,False
262,183,2,2024-11-10,1,3,7,75,5,455,True,True
263,183,1,2024-11-19,1,3,7,75,5,456,True,False
264,184,1,2024-10-04,1,24,72,839,48,458,True,False
265,185,1,2024-09-25,1,30,92,1066,59,459,True,False
266,188,2,2025-11-22,1,3,7,75,5,462,True,False
267,188,1,2025-11-30,1,3,7,75,5,463,True,False
268,189,1,2024-12-09,1,4,10,106,8,464,True,False
269,190,1,2025-07-04,1,4,9,93,7,466,True,False
270,191,1,2024-12-18,1,4,10,102,7,469,True,False
271,191,1,2025-01-04,1,4,10,102,7,470,True,False
272,192,2,2025-08-21,1,28,88,1024,55,472,True,False
273,192,1,2025-08-25,1,28,88,1024,55,473,True,False
274,192,1,2025-08-07,1,28,88,1024,55,474,True,False
275,193,2,2024-10-29,1,19,55,645,37,475,True,False
276,193,1,2024-11-10,1,19,55,645,37,476,True,False
277,194,2,2024-08-09,1,4,11,119,7,477,True,True
278,194,1,2024-08-21,1,4,11,119,7,479,True,False
279,195,1,2026-02-06,1,4,11,112,8,481,True,False
280,196,1,2024-08-16,1,23,69,801,46,482,True,False
281,196,2,2024-08-11,1,23,69,801,46,483,True,False
282,197,2,2026-05-13,1,1,1,4,1,484,True,False
283,197,1,2026-05-07,1,1,1,4,1,485,True,False
284,198,2,2025-12-06,1,4,11,116,8,487,True,False
285,198,1,2025-12-13,1,4,11,116,8,488,True,False
286,199,2,2026-04-21,1,4,10,109,7,489,True,False
287,199,1,2026-04-19,1,4,10,109,7,490,True,False
288,201,1,2025-08-14,1,20,59,693,39,493,True,False
289,201,1,2025-09-03,1,20,59,693,39,494,True,False
290,202,2,2026-05-13,1,28,85,989,56,496,True,False
291,202,1,2026-05-14,1,28,85,989,56,497,True,False
292,204,1,2026-01-30,1,22,63,736,43,499,True,False
293,205,1,2026-01-29,1,2,4,48,4,500,True,False
294,205,2,2026-02-05,1,2,4,48,4,501,True,False
295,205,1,2026-02-17,1,2,4,48,4,502,True,False
296,205,1,2026-02-02,1,2,4,48,4,503,True,False
297,206,1,2024-11-10,1,15,39,445,29,504,True,False
298,207,1,2026-07-06,1,4,9,100,8,507,True,False
299,207,1,2026-07-16,1,4,9,100,8,508,True,False
300,208,1,2026-01-17,1,3,7,81,6,510,True,False
301,208,1,2026-02-01,1,3,7,81,6,511,True,True
302,210,1,2024-10-21,1,4,9,101,7,513,True,False
303,211,1,2024-08-14,1,8,20,222,16,515,True,False
304,211,1,2024-09-04,1,8,20,222,16,516,True,False
305,211,1,2024-08-05,1,8,20,222,16,517,True,False
306,212,1,2026-01-23,1,20,57,662,39,518,True,False
307,212,1,2026-01-22,1,20,57,662,39,519,True,False
308,212,1,2026-01-30,1,20,57,662,39,520,True,False
309,213,1,2025-11-17,1,10,27,296,20,522,True,False
310,213,1,2025-12-15,1,10,27,296,20,524,True,False
311,214,1,2026-03-13,1,12,31,358,23,525,True,False
312,215,1,2024-08-08,1,7,19,215,13,527,True,False
313,216,1,2025-04-18,1,9,23,261,18,529,True,False
314,216,2,2025-04-02,1,9,23,261,18,530,True,False
315,216,1,2025-03-28,1,9,23,261,18,531,True,False
316,217,1,2026-03-26,1,1,1,1,2,533,True,False
317,217,1,2026-04-01,1,1,1,1,2,534,True,False
318,218,1,2025-12-17,1,11,30,339,22,535,True,False
319,219,1,2025-04-04,1,26,80,939,51,537,True,False
320,219,2,2025-04-01,1,26,80,939,51,538,True,False
321,221,1,2026-05-16,1,22,65,758,43,541,True,False
322,221,1,2026-06-02,1,22,65,758,43,542,True,False
323,221,1,2026-05-14,1,22,65,758,43,543,True,False
324,221,1,2026-05-27,1,22,65,758,43,544,True,False
325,222,1,2024-10-05,1,4,11,114,8,547,True,False
326,222,1,2024-10-10,1,4,11,114,8,548,True,False
327,223,1,2026-05-26,1,12,32,365,24,549,True,False
328,224,2,2025-01-09,1,22,63,735,43,550,True,False
329,224,2,2025-01-14,1,22,63,735,43,553,True,False
330,225,1,2026-02-07,1,25,76,890,50,554,True,False
331,225,1,2026-02-09,1,25,76,890,50,555,True,False
332,225,1,2026-03-02,1,25,76,890,50,556,True,False
333,226,2,2026-03-18,1,1,1,1,1,559,True,False
334,226,1,2026-03-27,1,1,1,1,1,560,True,False
335,227,2,2025-12-06,1,14,37,423,28,561,True,False
336,227,1,2025-12-12,1,14,37,423,28,562,True,False
337,228,1,2025-06-04,1,4,9,97,7,565,True,False
338,229,2,2025-10-17,1,4,11,120,8,566,True,False
339,229,2,2025-10-12,1,4,11,120,8,567,True,False
340,230,1,2024-12-18,1,20,57,665,39,571,True,False
341,231,1,2026-04-10,1,19,54,627,38,572,True,False
342,232,2,2025-04-22,1,23,69,803,45,575,True,False
343,233,1,2025-11-28,1,3,5,59,5,576,True,False
344,233,1,2025-12-01,1,3,5,59,5,579,True,False
345,234,2,2024-10-03,1,16,42,488,32,580,True,False
346,234,1,2024-09-27,1,16,42,488,32,581,True,False
347,235,1,2026-05-21,1,4,11,115,8,582,True,False
348,236,1,2025-11-25,1,3,5,57,5,583,True,False
349,236,1,2025-11-06,1,3,5,57,5,585,True,False
350,237,1,2026-06-04,1,1,2,17,2,586,True,False
351,237,1,2026-06-09,1,1,2,17,2,587,True,False
352,237,1,2026-06-04,1,1,2,17,2,588,True,False
353,238,2,2025-02-02,1,24,72,843,48,589,True,False
354,238,1,2025-01-22,1,24,72,843,48,590,True,False
355,238,1,2025-02-03,1,24,72,843,48,591,True,False
356,239,1,2026-04-11,1,13,34,382,26,593,True,False
357,239,1,2026-04-26,1,13,34,382,26,594,True,False
358,239,2,2026-04-13,1,13,34,382,26,595,True,False
359,240,1,2024-08-24,1,19,54,638,37,596,True,False
360,242,1,2024-07-14,1,9,25,285,17,598,True,False
361,242,1,2024-07-20,1,9,25,285,17,599,True,False
362,242,1,2024-07-12,1,9,25,285,17,600,True,False
363,243,1,2025-08-25,1,24,71,824,47,601,True,False
364,243,1,2025-08-15,1,24,71,824,47,602,True,False
365,243,1,2025-09-12,1,24,71,824,47,603,True,False
366,245,1,2024-10-28,1,5,13,133,9,605,True,False
367,246,1,2026-07-06,1,4,10,104,8,607,True,False
368,246,1,2026-06-24,1,4,10,104,8,609,True,False
369,247,2,2025-09-30,1,15,40,455,29,611,True,False
370,249,1,2025-12-17,1,3,7,78,5,618,True,False
371,250,1,2025-08-16,1,22,65,750,43,620,True,False
372,250,2,2025-08-03,1,22,65,750,43,621,True,False
373,251,1,2025-08-04,1,21,62,720,41,624,True,False
374,252,1,2025-01-26,1,3,7,77,5,626,True,False
375,252,1,2025-02-02,1,3,7,77,5,627,True,False
376,253,1,2025-09-16,1,13,33,371,25,629,True,False
377,253,1,2025-09-24,1,13,33,371,25,630,True,False
378,255,2,2026-05-22,1,7,19,212,13,633,True,False
379,256,1,2026-03-09,1,4,9,100,8,636,True,False
380,256,1,2026-03-03,1,4,9,100,8,637,True,False
381,258,1,2026-03-06,1,4,11,113,7,639,True,False
382,258,1,2026-03-06,1,4,11,113,7,641,True,False
383,261,1,2025-02-11,1,4,11,116,7,645,True,False
384,263,2,2026-04-19,1,4,11,118,8,648,True,False
385,263,1,2026-05-07,1,4,11,118,8,649,True,False
386,263,2,2026-05-12,1,4,11,118,8,650,True,False
387,264,1,2025-07-28,1,9,25,281,18,652,True,False
388,264,1,2025-07-11,1,9,25,281,18,653,True,False
389,265,1,2026-01-01,1,22,63,730,44,654,True,False
390,266,1,2025-01-10,1,16,43,500,31,656,True,False
391,267,1,2024-10-26,1,4,9,97,7,658,True,False
392,268,1,2026-04-28,1,9,23,259,18,660,True,False
393,269,1,2026-05-19,1,13,35,389,26,661,True,False
394,269,1,2026-05-17,1,13,35,389,26,662,True,False
395,270,1,2026-01-12,1,4,10,105,7,664,True,False
396,270,1,2026-01-01,1,4,10,105,7,665,True,False
397,271,1,2025-03-11,1,4,10,111,8,667,True,False
398,273,1,2026-06-15,1,4,10,103,7,670,True,False
399,275,1,2025-09-30,1,20,57,660,40,674,True,False
400,275,1,2025-10-06,1,20,57,660,40,675,True,False
401,275,1,2025-09-30,1,20,57,660,40,676,True,False
402,276,1,2026-02-11,1,1,1,12,2,677,True,False
403,276,1,2026-02-13,1,1,1,12,2,678,True,False
404,278,1,2026-04-18,1,3,8,88,5,680,True,False
405,278,1,2026-04-13,1,3,8,88,5,681,True,False
406,279,1,2025-08-18,1,1,2,17,2,682,True,False
407,281,1,2025-06-18,1,11,30,346,21,687,True,False
408,283,1,2026-04-14,1,25,78,905,50,691,True,False
409,285,1,2024-11-12,1,4,11,112,7,696,True,True
410,285,1,2024-11-25,1,4,11,112,7,698,True,False
411,286,1,2026-05-30,1,4,11,114,8,700,True,False
412,287,1,2025-02-19,1,19,55,641,37,701,True,False
413,287,1,2025-02-17,1,19,55,641,37,702,True,False
414,287,1,2025-02-13,1,19,55,641,37,703,True,False
415,287,2,2025-02-26,1,19,55,641,37,704,True,False
416,288,1,2025-05-30,1,3,8,85,6,705,True,False
417,288,2,2025-06-03,1,3,8,85,6,706,True,False
418,288,1,2025-05-29,1,3,8,85,6,707,True,False
419,289,1,2025-04-30,1,8,20,225,15,709,True,False
420,289,1,2025-04-08,1,8,20,225,15,710,True,False
421,290,1,2025-02-13,1,3,7,83,5,714,True,False
422,291,1,2025-08-19,1,3,6,72,6,717,True,False
423,292,1,2026-05-19,1,9,25,278,17,718,True,False
424,292,1,2026-05-24,1,9,25,278,17,719,True,False
425,293,1,2024-10-21,1,16,42,489,32,722,True,False
426,294,1,2025-12-11,1,11,29,327,22,724,True,True
427,295,1,2025-06-11,1,27,84,980,53,727,True,False
428,295,1,2025-07-09,1,27,84,980,53,728,True,False
429,298,2,2026-02-18,1,4,9,97,7,734,True,False
430,298,1,2026-03-02,1,4,9,97,7,735,True,False
431,298,1,2026-03-03,1,4,9,97,7,736,True,False
432,299,2,2026-08-04,1,3,7,82,6,738,True,False
433,299,1,2026-07-22,1,3,7,82,6,739,True,False
434,300,1,2026-03-21,1,13,33,369,26,740,True,False
435,300,1,2026-03-23,1,13,33,369,26,741,True,False
436,300,1,2026-04-10,1,13,33,369,26,742,True,False
437,301,1,2026-01-07,1,21,61,713,41,744,True,False
438,302,1,2025-09-08,1,7,19,208,13,747,True,False
439,302,2,2025-08-23,1,7,19,208,13,748,True,False
440,304,2,2025-12-07,1,2,3,34,4,751,True,True
441,304,2,2026-01-01,1,2,3,34,4,752,True,False
442,304,1,2025-12-28,1,2,3,34,4,753,True,False
443,305,1,2025-12-19,1,9,26,287,17,754,True,False
444,306,1,2025-12-09,1,7,18,204,14,756,True,False
445,306,1,2025-12-25,1,7,18,204,14,757,True,False
446,307,2,2024-08-20,1,1,2,28,2,760,True,False
447,307,1,2024-09-08,1,1,2,28,2,761,True,False
448,308,2,2026-04-20,1,4,10,104,7,762,True,False
449,308,1,2026-04-29,1,4,10,104,7,763,True,False
450,308,1,2026-04-29,1,4,10,104,7,764,True,False
451,310,1,2026-01-30,1,4,9,95,7,766,True,False
452,311,1,2025-12-05,1,22,64,749,44,767,True,False
453,312,1,2026-05-20,1,4,9,101,8,769,True,False
454,312,2,2026-05-17,1,4,9,101,8,770,True,False
455,312,1,2026-05-28,1,4,9,101,8,771,True,False
456,313,1,2024-09-24,1,27,84,978,53,773,True,False
457,313,1,2024-09-20,1,27,84,978,53,774,True,False
458,314,1,2025-02-25,1,26,81,948,52,777,True,False
459,315,1,2025-07-25,1,11,30,344,21,779,True,False
460,315,1,2025-07-17,1,11,30,344,21,780,True,False
461,315,1,2025-07-07,1,11,30,344,21,781,True,False
462,317,2,2025-04-27,1,21,61,709,42,783,True,False
463,318,1,2026-01-31,1,18,49,561,35,784,True,False
464,319,1,2024-10-16,1,11,29,328,22,785,True,False
465,319,1,2024-10-15,1,11,29,328,22,786,True,False
466,320,1,2025-02-27,1,1,2,15,1,787,True,False
467,320,2,2025-03-05,1,1,2,15,1,788,True,False
468,323,1,2025-05-19,1,27,83,965,54,794,True,False
469,323,2,2025-05-14,1,27,83,965,54,795,True,False
470,323,1,2025-05-14,1,27,83,965,54,796,True,False
471,324,1,2025-05-12,1,21,61,708,42,797,True,False
472,325,1,2026-05-26,1,4,9,95,8,798,True,False
473,325,1,2026-06-10,1,4,9,95,8,799,True,False
474,326,1,2026-01-24,1,29,90,1047,58,803,True,False
